,complaint_id,date_received,district_occurrence,general_cap_classification,summary,date_of_complaint,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,num_complaint_rows,complaint_key,sustained_investigative_finding,guilty_disciplinary_finding,training_counseling_or_guilty_disciplinary_finding,complainant_sex,complainant_race,complainant_age
6059,18-0397,2018-08-14,1600, CRIMINAL ALLEGATION,"According to the complainant, on 8-3-18 at 3:10am, they are missing property and were physically abused by officers assigned to the 16th District.",2018-08-03,83076993.0,white,male,1600 16TH DISTRICT,Physical Abuse,1,"18-0397,83076993.0,Physical Abuse",False,False,False,male,black,22.0
6060,18-0398,2018-08-15,3500, UNPROFESSIONAL CONDUCT,"According to the complainant, they did not receive proper service and treated unprofessionally by a lieutenant and a sergeant assigned to the Northwest Detective Division.",,63985330.0,white,male,6600 NORTHWEST DETECTIVE,Unprofessional Conduct,1,"18-0398,63985330.0,Unprofessional Conduct",False,False,False,female,black,51.0
6061,18-0398,2018-08-15,3500, UNPROFESSIONAL CONDUCT,"According to the complainant, they did not receive proper service and treated unprofessionally by a lieutenant and a sergeant assigned to the Northwest Detective Division.",,63985330.0,white,male,6600 NORTHWEST DETECTIVE,Lack of Service,1,"18-0398,63985330.0,Lack of Service",False,False,False,female,black,51.0
6062,18-0398,2018-08-15,3500, UNPROFESSIONAL CONDUCT,"According to the complainant, they did not receive proper service and treated unprofessionally by a lieutenant and a sergeant assigned to the Northwest Detective Division.",,28798181.0,latino,male,5810 ORDINANCE DISP UNIT,Lack of Service,1,"18-0398,28798181.0,Lack of Service",False,False,False,female,black,51.0
6063,18-0398,2018-08-15,3500, UNPROFESSIONAL CONDUCT,"According to the complainant, they did not receive proper service and treated unprofessionally by a lieutenant and a sergeant assigned to the Northwest Detective Division.",,35302430.0,black,male,6600 NORTHWEST DETECTIVE,Lack of Service,1,"18-0398,35302430.0,Lack of Service",False,False,False,female,black,51.0
6064,18-0398,2018-08-15,3500, UNPROFESSIONAL CONDUCT,"According to the complainant, they did not receive proper service and treated unprofessionally by a lieutenant and a sergeant assigned to the Northwest Detective Division.",,28798181.0,latino,male,5810 ORDINANCE DISP UNIT,Unprofessional Conduct,1,"18-0398,28798181.0,Unprofessional Conduct",False,False,False,female,black,51.0
6065,18-0399,2018-08-15,500, VERBAL ABUSE,"According to the complainant, on 8-9-18 at 9:30pm, they were verbally abused and did not receive proper service from officers assigned to the 5th District.",2018-08-09,44110719.0,latino,female,0500 05TH DISTRICT,Verbal Abuse,1,"18-0399,44110719.0,Verbal Abuse",False,False,False,female,white,45.0
6066,18-0400,2018-08-15,900, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 8-6-18 at 4:00pm, they were profiled by an officer assigned to the 9th District.",2018-08-06,60879976.0,white,male,0900 09TH DISTRICT,Civil Rights Complaint,1,"18-0400,60879976.0,Civil Rights Complaint",False,False,False,female,white,49.0
6067,18-0401,2018-08-15,1900, LACK OF SERVICE,"According to the complainant, on 7-12-18 at 9:31pm, they did not receive proper service from officers assigned to the 19th District.",2018-07-12,70368902.0,latino,female,1900 19TH DISTRICT,Lack of Service,1,"18-0401,70368902.0,Lack of Service",False,False,False,female,,46.0
6068,18-0401,2018-08-15,1900, LACK OF SERVICE,"According to the complainant, on 7-12-18 at 9:31pm, they did not receive proper service from officers assigned to the 19th District.",2018-07-12,71404020.0,latino,male,1900 19TH DISTRICT,Lack of Service,1,"18-0401,71404020.0,Lack of Service",False,False,False,female,,46.0
6070,18-0403,2018-08-15,1400, FALSIFICATION,"According to the complainant, an officer assigned to External Services falsified reports and made false arrests.",,44399797.0,white,male,9815 EXTERNAL SERVICES,Falsification,1,"18-0403,44399797.0,Falsification",False,False,False,,,
6071,18-0404,2018-08-15,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-23-18 at 2:20am, they were falsely arrested by officers assigned to the 35th District.",2018-06-23,97703401.0,white,male,3500 35TH DISTRICT,Verbal Abuse,1,"18-0404,97703401.0,Verbal Abuse",False,False,False,male,black,29.0
6072,18-0404,2018-08-15,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-23-18 at 2:20am, they were falsely arrested by officers assigned to the 35th District.",2018-06-23,40752336.0,white,female,3500 35TH DISTRICT,Departmental Violation,1,"18-0404,40752336.0,Departmental Violation",False,False,False,male,black,29.0
6073,18-0404,2018-08-15,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-23-18 at 2:20am, they were falsely arrested by officers assigned to the 35th District.",2018-06-23,97703401.0,white,male,3500 35TH DISTRICT,Departmental Violation,1,"18-0404,97703401.0,Departmental Violation",False,False,False,male,black,29.0
6075,18-0405,2018-08-17,1500, VERBAL ABUSE,"According to the complainant, on 8-15-18 at 10:20am, they were verbally abused by an officer assigned to the 2nd District.",2018-08-15,98982622.0,other,female,9807 SUMMER INITIATIVE,Departmental Violation,1,"18-0405,98982622.0,Departmental Violation",False,False,False,male,black,37.0
6076,18-0405,2018-08-17,1500, VERBAL ABUSE,"According to the complainant, on 8-15-18 at 10:20am, they were verbally abused by an officer assigned to the 2nd District.",2018-08-15,98982622.0,other,female,9807 SUMMER INITIATIVE,Verbal Abuse,1,"18-0405,98982622.0,Verbal Abuse",False,False,False,male,black,37.0
6077,18-0406,2018-08-17,1800, VERBAL ABUSE,"According to the complainant, on 7-26-18, they were verbally abused by a lieutenant and did not receive proper service from a detective assigned to Southwest Detective Division.",2018-07-26,63813669.0,white,male,6500 SOUTHWEST DET,Verbal Abuse,1,"18-0406,63813669.0,Verbal Abuse",False,False,False,male,asian,31.0
6078,18-0406,2018-08-17,1800, VERBAL ABUSE,"According to the complainant, on 7-26-18, they were verbally abused by a lieutenant and did not receive proper service from a detective assigned to Southwest Detective Division.",2018-07-26,29664213.0,white,male,6500 SOUTHWEST DET,Lack of Service,1,"18-0406,29664213.0,Lack of Service",False,False,False,male,asian,31.0
6079,18-0406,2018-08-17,1800, VERBAL ABUSE,"According to the complainant, on 7-26-18, they were verbally abused by a lieutenant and did not receive proper service from a detective assigned to Southwest Detective Division.",2018-07-26,13104555.0,black,male,6500 SOUTHWEST DET,Verbal Abuse,1,"18-0406,13104555.0,Verbal Abuse",False,False,False,male,asian,31.0
6080,18-0407,2018-08-17,2500, UNPROFESSIONAL CONDUCT,"According to the complainant, on 8-15-18 at 8:35pm, they were treated unprofessionally by officers assigned to the 25th District.",2018-08-15,31241609.0,latino,female,2500 25TH DISTRICT,Unprofessional Conduct,1,"18-0407,31241609.0,Unprofessional Conduct",False,False,False,male,white,27.0
6081,18-0408,2018-08-20,2400, PHYSICAL ABUSE,"According to the complainant, on 8-14-18 at 11:30pm, they were falsely arrested by officers assigned to the 24th District.",2018-08-14,85100023.0,white,male,2400 24TH DISTRICT,Departmental Violation,2,"18-0408,85100023.0,Departmental Violation",True,False,True,female,white,32.0
6082,18-0408,2018-08-20,2400, PHYSICAL ABUSE,"According to the complainant, on 8-14-18 at 11:30pm, they were falsely arrested by officers assigned to the 24th District.",2018-08-14,21125261.0,black,female,4902 DETENTION ROOM,Physical Abuse,1,"18-0408,21125261.0,Physical Abuse",False,False,False,female,white,32.0
6085,18-0408,2018-08-20,2400, PHYSICAL ABUSE,"According to the complainant, on 8-14-18 at 11:30pm, they were falsely arrested by officers assigned to the 24th District.",2018-08-14,49098855.0,white,male,2400 24TH DISTRICT,Departmental Violation,2,"18-0408,49098855.0,Departmental Violation",True,False,True,female,white,32.0
6090,18-0410,2018-08-20,2400, FALSIFICATION,"According to the complainant, on 8-10-18 at 9:50pm, they were harassed by an officer assigned to the 24th District.",2018-08-10,57029611.0,white,male,2400 24TH DISTRICT,Departmental Violation,1,"18-0410,57029611.0,Departmental Violation",True,False,True,male,black,47.0
6091,18-0410,2018-08-20,2400, FALSIFICATION,"According to the complainant, on 8-10-18 at 9:50pm, they were harassed by an officer assigned to the 24th District.",2018-08-10,57029611.0,white,male,2400 24TH DISTRICT,Verbal Abuse,1,"18-0410,57029611.0,Verbal Abuse",False,False,False,male,black,47.0
6092,18-0410,2018-08-20,2400, FALSIFICATION,"According to the complainant, on 8-10-18 at 9:50pm, they were harassed by an officer assigned to the 24th District.",2018-08-10,57029611.0,white,male,2400 24TH DISTRICT,Falsification,1,"18-0410,57029611.0,Falsification",False,False,False,male,black,47.0
6094,18-0411,2018-08-21,1900, VERBAL ABUSE,"According to the complainants, on 8-11-18, they were treated unprofessionally by an off duty lieutenant and verbally abused by officers assigned to the 19th District.",2018-08-11,37000848.0,black,male,7401 NARC FIELD UNIT,Departmental Violation,1,"18-0411,37000848.0,Departmental Violation",True,False,True,female,black,42.0
6094,18-0411,2018-08-21,1900, VERBAL ABUSE,"According to the complainants, on 8-11-18, they were treated unprofessionally by an off duty lieutenant and verbally abused by officers assigned to the 19th District.",2018-08-11,37000848.0,black,male,7401 NARC FIELD UNIT,Departmental Violation,1,"18-0411,37000848.0,Departmental Violation",True,False,True,female,black,22.0
6095,18-0411,2018-08-21,1900, VERBAL ABUSE,"According to the complainants, on 8-11-18, they were treated unprofessionally by an off duty lieutenant and verbally abused by officers assigned to the 19th District.",2018-08-11,63296625.0,black,female,1400 14TH DISTRICT,Harassment,1,"18-0411,63296625.0,Harassment",False,False,False,female,black,42.0
6095,18-0411,2018-08-21,1900, VERBAL ABUSE,"According to the complainants, on 8-11-18, they were treated unprofessionally by an off duty lieutenant and verbally abused by officers assigned to the 19th District.",2018-08-11,63296625.0,black,female,1400 14TH DISTRICT,Harassment,1,"18-0411,63296625.0,Harassment",False,False,False,female,black,22.0
6096,18-0411,2018-08-21,1900, VERBAL ABUSE,"According to the complainants, on 8-11-18, they were treated unprofessionally by an off duty lieutenant and verbally abused by officers assigned to the 19th District.",2018-08-11,11595136.0,asian,male,1900 19TH DISTRICT,Verbal Abuse,1,"18-0411,11595136.0,Verbal Abuse",False,False,False,female,black,42.0
6096,18-0411,2018-08-21,1900, VERBAL ABUSE,"According to the complainants, on 8-11-18, they were treated unprofessionally by an off duty lieutenant and verbally abused by officers assigned to the 19th District.",2018-08-11,11595136.0,asian,male,1900 19TH DISTRICT,Verbal Abuse,1,"18-0411,11595136.0,Verbal Abuse",False,False,False,female,black,22.0
6097,18-0411,2018-08-21,1900, VERBAL ABUSE,"According to the complainants, on 8-11-18, they were treated unprofessionally by an off duty lieutenant and verbally abused by officers assigned to the 19th District.",2018-08-11,48992940.0,white,male,1900 19TH DISTRICT,Verbal Abuse,1,"18-0411,48992940.0,Verbal Abuse",False,False,False,female,black,42.0
6097,18-0411,2018-08-21,1900, VERBAL ABUSE,"According to the complainants, on 8-11-18, they were treated unprofessionally by an off duty lieutenant and verbally abused by officers assigned to the 19th District.",2018-08-11,48992940.0,white,male,1900 19TH DISTRICT,Verbal Abuse,1,"18-0411,48992940.0,Verbal Abuse",False,False,False,female,black,22.0
6098,18-0412,2018-08-23,800, LACK OF SERVICE,"According to the complainant, on 8-13-18 at 3:00pm, officers assigned to the 8th District did not provide proper service.",2018-08-13,34949151.0,white,male,0800 08TH DISTRICT,Lack of Service,1,"18-0412,34949151.0,Lack of Service",False,False,False,male,white,43.0
6099,18-0413,2018-08-23,1600, LACK OF SERVICE,"According to the complainant, on 8-18-18 at 8:38am, proper service was not provided by officers assigned to the 16th District.",2018-08-18,29348527.0,black,male,1600 16TH DISTRICT,Lack of Service,1,"18-0413,29348527.0,Lack of Service",False,False,False,male,black,29.0
6100,18-0414,2018-08-23,1400, VERBAL ABUSE,"According to the complainant, on 8-17-18 at 12:00am, they were verbally abused by officers assigned to the 14th District.",2018-08-17,93664209.0,white,female,1400 14TH DISTRICT,Verbal Abuse,1,"18-0414,93664209.0,Verbal Abuse",False,False,False,female,black,32.0
6101,18-0415,2018-08-23,3900, PHYSICAL ABUSE,"According to the complainant, on 4-13-18 at 5:30pm, they were physically abused by officers assigned to the 39th District.",2018-04-13,73930189.0,white,male,3900 39TH DISTRICT,Physical Abuse,1,"18-0415,73930189.0,Physical Abuse",False,False,False,male,black,
6102,18-0416,2018-08-23,2500, PHYSICAL ABUSE,"According to the complainant, on 7-07-18, they were physically abused by officers assigned to the 25th District.",2018-07-07,11800100.0,white,male,2500 25TH DISTRICT,Physical Abuse,1,"18-0416,11800100.0,Physical Abuse",False,False,False,female,black,
6103,18-0416,2018-08-23,2500, PHYSICAL ABUSE,"According to the complainant, on 7-07-18, they were physically abused by officers assigned to the 25th District.",2018-07-07,83770162.0,white,male,2500 25TH DISTRICT,Physical Abuse,1,"18-0416,83770162.0,Physical Abuse",False,False,False,female,black,
6104,18-0416,2018-08-23,2500, PHYSICAL ABUSE,"According to the complainant, on 7-07-18, they were physically abused by officers assigned to the 25th District.",2018-07-07,26204206.0,white,male,2500 25TH DISTRICT,Physical Abuse,1,"18-0416,26204206.0,Physical Abuse",False,False,False,female,black,
6105,18-0416,2018-08-23,2500, PHYSICAL ABUSE,"According to the complainant, on 7-07-18, they were physically abused by officers assigned to the 25th District.",2018-07-07,68431016.0,white,male,2500 25TH DISTRICT,Physical Abuse,1,"18-0416,68431016.0,Physical Abuse",False,False,False,female,black,
6106,18-0417,2018-08-28,1200, LACK OF SERVICE,"According to the complainant, on 11-30-16, they were not provided proper service from officers assigned to the 12th District.",2016-11-30,90774118.0,white,male,1200 12TH DISTRICT,Lack of Service,1,"18-0417,90774118.0,Lack of Service",False,False,False,female,,26.0
6107,18-0418,2018-08-28,3900, LACK OF SERVICE,"According to the complainant, on 8-20-18, proper service was not provided to them by officers assigned to the 39th District.",2018-08-20,43664056.0,black,male,3900 39TH DISTRICT,Lack of Service,1,"18-0418,43664056.0,Lack of Service",False,False,False,male,black,43.0
6108,18-0419,2018-08-29,2500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-23-18 at 10:00pm, they were improperly stopped by officers assigned to the 25th District",2018-08-23,29584733.0,white,male,2500 25TH DISTRICT,Departmental Violation,2,"18-0419,29584733.0,Departmental Violation",True,False,False,male,black,19.0
6108,18-0419,2018-08-29,2500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-23-18 at 10:00pm, they were improperly stopped by officers assigned to the 25th District",2018-08-23,29584733.0,white,male,2500 25TH DISTRICT,Departmental Violation,2,"18-0419,29584733.0,Departmental Violation",True,False,False,male,black,17.0
6111,18-0419,2018-08-29,2500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-23-18 at 10:00pm, they were improperly stopped by officers assigned to the 25th District",2018-08-23,36378061.0,latino,male,2500 25TH DISTRICT,Departmental Violation,2,"18-0419,36378061.0,Departmental Violation",True,False,False,male,black,19.0
6111,18-0419,2018-08-29,2500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-23-18 at 10:00pm, they were improperly stopped by officers assigned to the 25th District",2018-08-23,36378061.0,latino,male,2500 25TH DISTRICT,Departmental Violation,2,"18-0419,36378061.0,Departmental Violation",True,False,False,male,black,17.0
6114,18-0420,2018-08-30,300, PHYSICAL ABUSE,"According to the complainant, on 4-2-18 at 9:10pm, they were physically abused by officers assigned to the 3rd District.",2018-04-02,12154752.0,latino,male,0300 03RD DISTRICT,Lack of Service,1,"18-0420,12154752.0,Lack of Service",False,False,False,male,black,29.0
6115,18-0420,2018-08-30,300, PHYSICAL ABUSE,"According to the complainant, on 4-2-18 at 9:10pm, they were physically abused by officers assigned to the 3rd District.",2018-04-02,12154752.0,latino,male,0300 03RD DISTRICT,Verbal Abuse,1,"18-0420,12154752.0,Verbal Abuse",False,False,False,male,black,29.0
6116,18-0420,2018-08-30,300, PHYSICAL ABUSE,"According to the complainant, on 4-2-18 at 9:10pm, they were physically abused by officers assigned to the 3rd District.",2018-04-02,82703973.0,white,male,0300 03RD DISTRICT,Lack of Service,1,"18-0420,82703973.0,Lack of Service",False,False,False,male,black,29.0
6117,18-0420,2018-08-30,300, PHYSICAL ABUSE,"According to the complainant, on 4-2-18 at 9:10pm, they were physically abused by officers assigned to the 3rd District.",2018-04-02,82703973.0,white,male,0300 03RD DISTRICT,Verbal Abuse,1,"18-0420,82703973.0,Verbal Abuse",False,False,False,male,black,29.0
6119,18-0421,2018-08-28,700, PHYSICAL ABUSE,"According to the complainant, on 8-23-18 at 10:00am, they were physically abused by an off-duty sergeant assigned to Northwest Detective Division.",2018-08-23,63985330.0,white,male,6600 NORTHWEST DETECTIVE,Physical Abuse,1,"18-0421,63985330.0,Physical Abuse",False,False,False,male,white,
6120,18-0422,2018-08-29,1700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-23-18 at 6:30pm, an off-duty officer assigned to the 17th District, abused their police powers after they were involved in a road rage incident.",2018-08-23,52515088.0,black,female,1700 17TH DISTRICT,Departmental Violation,2,"18-0422,52515088.0,Departmental Violation",True,False,False,male,white,34.0
6122,18-0423,2018-08-30,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 08-27-18 at 1:30am, they were improperly stopped by officers assigned to the 14th District",2018-08-27,40641786.0,white,female,1400 14TH DISTRICT,Departmental Violation,1,"18-0423,40641786.0,Departmental Violation",False,False,False,male,black,27.0
6123,18-0423,2018-08-30,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 08-27-18 at 1:30am, they were improperly stopped by officers assigned to the 14th District",2018-08-27,35362512.0,latino,female,1400 14TH DISTRICT,Departmental Violation,1,"18-0423,35362512.0,Departmental Violation",False,False,False,male,black,27.0
6124,18-0424,2018-08-29,700, HARASSMENT,"According to the complainant, on 8-26-18 at 5:30pm, they were threatened by an off-duty detective assigned to the Homicide Unit.",2018-08-26,64149782.0,white,male,6003 HOMICIDE UNIT,Harassment,1,"18-0424,64149782.0,Harassment",False,False,False,female,white,39.0
6125,18-0424,2018-08-29,700, HARASSMENT,"According to the complainant, on 8-26-18 at 5:30pm, they were threatened by an off-duty detective assigned to the Homicide Unit.",2018-08-26,64149782.0,white,male,6003 HOMICIDE UNIT,Departmental Violation,1,"18-0424,64149782.0,Departmental Violation",True,False,False,female,white,39.0
6127,18-0424,2018-08-29,700, HARASSMENT,"According to the complainant, on 8-26-18 at 5:30pm, they were threatened by an off-duty detective assigned to the Homicide Unit.",2018-08-26,64149782.0,white,male,6003 HOMICIDE UNIT,Verbal Abuse,1,"18-0424,64149782.0,Verbal Abuse",False,False,False,female,white,39.0
6128,18-0425,2018-08-30,2200, LACK OF SERVICE,"According to the complainant, on 8-25-18 at 1:53am, they were not provided proper service by officers assigned to the 22nd District.",2018-08-25,47882806.0,latino,male,2400 24TH DISTRICT,Lack of Service,1,"18-0425,47882806.0,Lack of Service",True,True,True,male,white,19.0
6129,18-0425,2018-08-30,2200, LACK OF SERVICE,"According to the complainant, on 8-25-18 at 1:53am, they were not provided proper service by officers assigned to the 22nd District.",2018-08-25,47882806.0,latino,male,2400 24TH DISTRICT,Departmental Violation,1,"18-0425,47882806.0,Departmental Violation",True,True,True,male,white,19.0
6131,18-0426,2018-08-30,2500, PHYSICAL ABUSE,"According to the complainant, on 8-27-18 at 9:30pm, they were verbally and physically abused by officers assigned to the 25th District.",2018-08-27,46328584.0,white,male,2500 25TH DISTRICT,Physical Abuse,1,"18-0426,46328584.0,Physical Abuse",False,False,False,female,black,54.0
6132,18-0426,2018-08-30,2500, PHYSICAL ABUSE,"According to the complainant, on 8-27-18 at 9:30pm, they were verbally and physically abused by officers assigned to the 25th District.",2018-08-27,46328584.0,white,male,2500 25TH DISTRICT,Verbal Abuse,1,"18-0426,46328584.0,Verbal Abuse",False,False,False,female,black,54.0
6133,18-0426,2018-08-30,2500, PHYSICAL ABUSE,"According to the complainant, on 8-27-18 at 9:30pm, they were verbally and physically abused by officers assigned to the 25th District.",2018-08-27,38035966.0,black,female,2500 25TH DISTRICT,Departmental Violation,1,"18-0426,38035966.0,Departmental Violation",True,False,False,female,black,54.0
6134,18-0426,2018-08-30,2500, PHYSICAL ABUSE,"According to the complainant, on 8-27-18 at 9:30pm, they were verbally and physically abused by officers assigned to the 25th District.",2018-08-27,37214052.0,latino,female,2500 25TH DISTRICT,Departmental Violation,1,"18-0426,37214052.0,Departmental Violation",True,False,False,female,black,54.0
6135,18-0426,2018-08-30,2500, PHYSICAL ABUSE,"According to the complainant, on 8-27-18 at 9:30pm, they were verbally and physically abused by officers assigned to the 25th District.",2018-08-27,61240465.0,white,male,2500 25TH DISTRICT,Departmental Violation,1,"18-0426,61240465.0,Departmental Violation",True,False,False,female,black,54.0
6136,18-0426,2018-08-30,2500, PHYSICAL ABUSE,"According to the complainant, on 8-27-18 at 9:30pm, they were verbally and physically abused by officers assigned to the 25th District.",2018-08-27,59407464.0,white,male,2500 25TH DISTRICT,Departmental Violation,1,"18-0426,59407464.0,Departmental Violation",True,False,False,female,black,54.0
6137,18-0427,2018-08-30,1900, LACK OF SERVICE,"According to the complainant, on 8-12-18, proper police service was not provided to them by officers assigned to the 19th District.",2018-08-12,29102365.0,white,male,1900 19TH DISTRICT,Lack of Service,1,"18-0427,29102365.0,Lack of Service",False,False,False,male,black,22.0
6138,18-0427,2018-08-30,1900, LACK OF SERVICE,"According to the complainant, on 8-12-18, proper police service was not provided to them by officers assigned to the 19th District.",2018-08-12,69011403.0,white,male,1900 19TH DISTRICT,Lack of Service,1,"18-0427,69011403.0,Lack of Service",False,False,False,male,black,22.0
6140,18-0428,2018-08-31,3900, PHYSICAL ABUSE,"According to the complainant, on 8-20-18 at 2:15am, they were verbally and physically abused by officers assigned to the 39th District.",2018-08-20,59116155.0,white,male,3900 39TH DISTRICT,Physical Abuse,1,"18-0428,59116155.0,Physical Abuse",False,False,False,male,black,44.0
6142,18-0428,2018-08-31,3900, PHYSICAL ABUSE,"According to the complainant, on 8-20-18 at 2:15am, they were verbally and physically abused by officers assigned to the 39th District.",2018-08-20,91870347.0,white,male,3900 39TH DISTRICT,Physical Abuse,1,"18-0428,91870347.0,Physical Abuse",False,False,False,male,black,44.0
6144,18-0428,2018-08-31,3900, PHYSICAL ABUSE,"According to the complainant, on 8-20-18 at 2:15am, they were verbally and physically abused by officers assigned to the 39th District.",2018-08-20,32632581.0,black,male,3900 39TH DISTRICT,Physical Abuse,1,"18-0428,32632581.0,Physical Abuse",False,False,False,male,black,44.0
6147,18-0429,2018-09-04,2400, PHYSICAL ABUSE,"According to the complainant, on 8-27-18, they were physically abused and illegally searched by officers assigned to the 24th District.",2018-08-27,84300939.0,white,male,3500 35TH DISTRICT,Investigation OnGoing,1,"18-0429,84300939.0,Investigation OnGoing",False,False,False,female,latino,48.0
6148,18-0430,2018-08-31,3500, LACK OF SERVICE,"According to the complainant, on 7-2-18 at 10:00pm, they were not provided proper service from officers assigned to the 35th District.",2018-07-02,75043584.0,black,male,3500 35TH DISTRICT,Departmental Violation,1,"18-0430,75043584.0,Departmental Violation",True,False,True,female,black,57.0
6149,18-0430,2018-08-31,3500, LACK OF SERVICE,"According to the complainant, on 7-2-18 at 10:00pm, they were not provided proper service from officers assigned to the 35th District.",2018-07-02,20212022.0,black,male,3500 35TH DISTRICT,Lack of Service,1,"18-0430,20212022.0,Lack of Service",True,False,True,female,black,57.0
6150,18-0431,2018-09-05,600, LACK OF SERVICE,"According to the complainant, on 7-14-18 at 12:25pm, they were not provided proper service from officers assigned to the Center City District.",2018-07-14,36010705.0,white,male,4500 CENTER CITY DISTRIC,Lack of Service,1,"18-0431,36010705.0,Lack of Service",False,False,False,female,,
6151,18-0431,2018-09-05,600, LACK OF SERVICE,"According to the complainant, on 7-14-18 at 12:25pm, they were not provided proper service from officers assigned to the Center City District.",2018-07-14,75663797.0,white,male,4500 CENTER CITY DISTRIC,Lack of Service,1,"18-0431,75663797.0,Lack of Service",True,False,True,female,,
6152,18-0432,2018-09-05,200, LACK OF SERVICE,"According to the complainant, on 8-26-18, they did not receive proper service by officers assigned to the 2nd District.",2018-08-26,41863328.0,white,male,0200 02ND DISTRICT,Lack of Service,1,"18-0432,41863328.0,Lack of Service",False,False,False,female,latino,28.0
6153,18-0432,2018-09-05,200, LACK OF SERVICE,"According to the complainant, on 8-26-18, they did not receive proper service by officers assigned to the 2nd District.",2018-08-26,20333215.0,white,female,4923 RADIO ROOM 3,Departmental Violation,1,"18-0432,20333215.0,Departmental Violation",True,False,True,female,latino,28.0
6154,18-0433,2018-09-04,3500, VERBAL ABUSE,"According to the complainant, on 8-28-18 at 11:51pm, they were verbally abused by officers assigned to the 35th District.",2018-08-28,20194856.0,black,male,3500 35TH DISTRICT,Departmental Violation,1,"18-0433,20194856.0,Departmental Violation",True,False,True,male,black,31.0
6155,18-0433,2018-09-04,3500, VERBAL ABUSE,"According to the complainant, on 8-28-18 at 11:51pm, they were verbally abused by officers assigned to the 35th District.",2018-08-28,29180642.0,black,male,3500 35TH DISTRICT,Verbal Abuse,1,"18-0433,29180642.0,Verbal Abuse",True,False,True,male,black,31.0
6156,18-0433,2018-09-04,3500, VERBAL ABUSE,"According to the complainant, on 8-28-18 at 11:51pm, they were verbally abused by officers assigned to the 35th District.",2018-08-28,29180642.0,black,male,3500 35TH DISTRICT,Departmental Violation,1,"18-0433,29180642.0,Departmental Violation",False,False,False,male,black,31.0
6157,18-0434,2018-09-05,1400, VERBAL ABUSE,"According to the complainant, on 8-28-18, they were verbally abused by officers assigned to the 14th District.",2018-08-28,14086801.0,white,female,1400 14TH DISTRICT,Verbal Abuse,1,"18-0434,14086801.0,Verbal Abuse",False,False,False,female,black,37.0
6158,18-0435,2018-09-06,2400, LACK OF SERVICE,"According to the complainant, on 8-28-18 at 8:27pm, they did not receive proper service by officers assigned to the 24th District.",2018-08-28,55029756.0,black,male,7402 STRIKE FORCE,Lack of Service,1,"18-0435,55029756.0,Lack of Service",False,False,False,female,white,32.0
6159,18-0435,2018-09-06,2400, LACK OF SERVICE,"According to the complainant, on 8-28-18 at 8:27pm, they did not receive proper service by officers assigned to the 24th District.",2018-08-28,23004438.0,asian,male,7402 STRIKE FORCE,Unprofessional Conduct,1,"18-0435,23004438.0,Unprofessional Conduct",False,False,False,female,white,32.0
6160,18-0435,2018-09-06,2400, LACK OF SERVICE,"According to the complainant, on 8-28-18 at 8:27pm, they did not receive proper service by officers assigned to the 24th District.",2018-08-28,23004438.0,asian,male,7402 STRIKE FORCE,Lack of Service,1,"18-0435,23004438.0,Lack of Service",False,False,False,female,white,32.0
6161,18-0435,2018-09-06,2400, LACK OF SERVICE,"According to the complainant, on 8-28-18 at 8:27pm, they did not receive proper service by officers assigned to the 24th District.",2018-08-28,95623895.0,black,male,7402 STRIKE FORCE,Lack of Service,1,"18-0435,95623895.0,Lack of Service",False,False,False,female,white,32.0
6162,18-0436,2018-09-06,900, VERBAL ABUSE,"According to the complainant, on 8-27-18 at 9:30pm, they were verbally abused by officers assigned to the Center City District.",2018-08-27,52344629.0,black,male,4500 CENTER CITY DISTRIC,Investigation OnGoing,1,"18-0436,52344629.0,Investigation OnGoing",False,False,False,male,black,42.0
6163,18-0437,2018-09-06,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-28-18 at 9:27pm, officers assigned to the 35th District were observed driving a police wagon the wrong way on a one way street.",2018-08-28,97396814.0,black,male,3500 35TH DISTRICT,Departmental Violation,1,"18-0437,97396814.0,Departmental Violation",True,False,True,male,black,60.0
6164,18-0438,2018-09-07,300, CRIMINAL ALLEGATION,"According to the complainant, on 11-7-15, at 9:00am, falsified police reports were prepared by an officer assigned to the 18th District.",2015-11-07,26448308.0,black,male,1800 18TH DISTRICT,Criminal Allegation,1,"18-0438,26448308.0,Criminal Allegation",False,False,False,male,white,43.0
6165,18-0439,2018-09-06,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-1-18 at 10:00am, they were improperly stopped by officers assigned to the 14th District",2018-09-01,58821412.0,white,male,1400 14TH DISTRICT,Departmental Violation,1,"18-0439,58821412.0,Departmental Violation",False,False,False,male,black,48.0
