,complaint_id,date_received,district_occurrence,general_cap_classification,summary,complainant_sex,complainant_race,complainant_age,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
6878,18-0573,2018-11-29,1700, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 10-30-18 at 9:12pm, their civil rights were violated by officers assigned to the 17th District",male,black,40.0,79377519.0,white,male,1700 17TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
6879,18-0574,2018-11-29,1700, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-27-18 at 1:00pm, they were harassed by officers assigned to the 17th District.",male,black,40.0,79377519.0,white,male,1700 17TH DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
6880,18-0574,2018-11-29,1700, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-27-18 at 1:00pm, they were harassed by officers assigned to the 17th District.",male,black,40.0,43842584.0,white,male,1700 17TH DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
6881,18-0575,2018-11-29,1400, PHYSICAL ABUSE,"According to the complainant, on 11-10-18 at 3:00pm, they were physically abused by an officer assigned to the 14th District.",,,,79592782.0,black,female,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
6882,18-0575,2018-11-29,1400, PHYSICAL ABUSE,"According to the complainant, on 11-10-18 at 3:00pm, they were physically abused by an officer assigned to the 14th District.",,,,71430284.0,black,female,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
6883,18-0575,2018-11-29,1400, PHYSICAL ABUSE,"According to the complainant, on 11-10-18 at 3:00pm, they were physically abused by an officer assigned to the 14th District.",,,,79592782.0,black,female,1400 14TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
6884,18-0575,2018-11-29,1400, PHYSICAL ABUSE,"According to the complainant, on 11-10-18 at 3:00pm, they were physically abused by an officer assigned to the 14th District.",,,,79592782.0,black,female,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
6885,18-0575,2018-11-29,1400, PHYSICAL ABUSE,"According to the complainant, on 11-10-18 at 3:00pm, they were physically abused by an officer assigned to the 14th District.",,,,79592782.0,black,female,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
6886,18-0575,2018-11-29,1400, PHYSICAL ABUSE,"According to the complainant, on 11-10-18 at 3:00pm, they were physically abused by an officer assigned to the 14th District.",,,,79592782.0,black,female,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
6887,18-0575,2018-11-29,1400, PHYSICAL ABUSE,"According to the complainant, on 11-10-18 at 3:00pm, they were physically abused by an officer assigned to the 14th District.",,,,71430284.0,black,female,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
6888,18-0576,2018-11-29,1800, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-14-18 at 3:05pm, excessive force was used by officers assigned to the 16th District.",female,black,48.0,73324567.0,white,male,1800 18TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
6889,18-0576,2018-11-29,1800, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-14-18 at 3:05pm, excessive force was used by officers assigned to the 16th District.",female,black,48.0,19466153.0,white,male,1600 16TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
6890,18-0576,2018-11-29,1800, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-14-18 at 3:05pm, excessive force was used by officers assigned to the 16th District.",female,black,48.0,19466153.0,white,male,1600 16TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
6891,18-0576,2018-11-29,1800, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-14-18 at 3:05pm, excessive force was used by officers assigned to the 16th District.",female,black,48.0,73324567.0,white,male,1800 18TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
6892,18-0577,2018-12-10,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-16-18 at 7:56pm, they did not receive proper service from officers assigned to the 22nd District.",female,,,27220956.0,white,male,2200 22ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
6893,18-0577,2018-12-10,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-16-18 at 7:56pm, they did not receive proper service from officers assigned to the 22nd District.",female,,,16920415.0,white,male,2200 22ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
6894,18-0577,2018-12-10,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-16-18 at 7:56pm, they did not receive proper service from officers assigned to the 22nd District.",female,,,16920415.0,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6895,18-0577,2018-12-10,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-16-18 at 7:56pm, they did not receive proper service from officers assigned to the 22nd District.",female,,,90299646.0,other,female,4923 RADIO ROOM 3,Departmental Violation,Sustained Finding,Pending
6896,18-0577,2018-12-10,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-16-18 at 7:56pm, they did not receive proper service from officers assigned to the 22nd District.",female,,,27220956.0,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6897,18-0577,2018-12-10,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-16-18 at 7:56pm, they did not receive proper service from officers assigned to the 22nd District.",female,,,40112039.0,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6898,18-0577,2018-12-10,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-16-18 at 7:56pm, they did not receive proper service from officers assigned to the 22nd District.",female,,,75123063.0,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6899,18-0577,2018-12-10,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-16-18 at 7:56pm, they did not receive proper service from officers assigned to the 22nd District.",female,,,27220956.0,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
6900,18-0577,2018-12-10,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-16-18 at 7:56pm, they did not receive proper service from officers assigned to the 22nd District.",female,,,53637754.0,white,female,4923 RADIO ROOM 3,Departmental Violation,Sustained Finding,Guilty Finding
6901,18-0577,2018-12-10,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-16-18 at 7:56pm, they did not receive proper service from officers assigned to the 22nd District.",female,,,45149270.0,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6902,18-0577,2018-12-10,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-16-18 at 7:56pm, they did not receive proper service from officers assigned to the 22nd District.",female,,,44318258.0,other,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
6903,18-0577,2018-12-10,2200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-16-18 at 7:56pm, they did not receive proper service from officers assigned to the 22nd District.",female,,,44318258.0,other,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6904,18-0578,2018-11-29,700, PHYSICAL ABUSE,"According to the complainant, on 11-7-18 at 8:15am, they were physically abused and threatened by officers assigned to the 7th District.",female,black,41.0,28059007.0,white,male,0700 07TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
6905,18-0578,2018-11-29,700, PHYSICAL ABUSE,"According to the complainant, on 11-7-18 at 8:15am, they were physically abused and threatened by officers assigned to the 7th District.",female,black,41.0,28059007.0,white,male,0700 07TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
6906,18-0578,2018-11-29,700, PHYSICAL ABUSE,"According to the complainant, on 11-7-18 at 8:15am, they were physically abused and threatened by officers assigned to the 7th District.",female,black,41.0,28059007.0,white,male,0700 07TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6907,18-0578,2018-11-29,700, PHYSICAL ABUSE,"According to the complainant, on 11-7-18 at 8:15am, they were physically abused and threatened by officers assigned to the 7th District.",female,black,41.0,28059007.0,white,male,0700 07TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
6908,18-0578,2018-11-29,700, PHYSICAL ABUSE,"According to the complainant, on 11-7-18 at 8:15am, they were physically abused and threatened by officers assigned to the 7th District.",female,black,41.0,51583482.0,black,female,0700 07TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
6909,18-0578,2018-11-29,700, PHYSICAL ABUSE,"According to the complainant, on 11-7-18 at 8:15am, they were physically abused and threatened by officers assigned to the 7th District.",female,black,41.0,51583482.0,black,female,0700 07TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6910,18-0578,2018-11-29,700, PHYSICAL ABUSE,"According to the complainant, on 11-7-18 at 8:15am, they were physically abused and threatened by officers assigned to the 7th District.",female,black,41.0,51583482.0,black,female,0700 07TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
6911,18-0578,2018-11-29,700, PHYSICAL ABUSE,"According to the complainant, on 11-7-18 at 8:15am, they were physically abused and threatened by officers assigned to the 7th District.",female,black,41.0,51583482.0,black,female,0700 07TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
6912,18-0579,2018-11-29,600, VERBAL ABUSE,"According to the complainant, on 11-13-18 at 12:00pm, they were verbally abused by an officer assigned to the Traffic District.",,,,76866113.0,white,male,5200 TRAFFIC DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
6913,18-0579,2018-11-29,600, VERBAL ABUSE,"According to the complainant, on 11-13-18 at 12:00pm, they were verbally abused by an officer assigned to the Traffic District.",,,,76866113.0,white,male,5200 TRAFFIC DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
6914,18-0580,2018-11-30,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-25-18 at 6:50am, they were verbally abused and falsely detained by officers assigned to the 22nd District.",male,black,57.0,73793203.0,latino,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6915,18-0580,2018-11-30,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-25-18 at 6:50am, they were verbally abused and falsely detained by officers assigned to the 22nd District.",male,black,57.0,80472547.0,white,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
6916,18-0580,2018-11-30,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-25-18 at 6:50am, they were verbally abused and falsely detained by officers assigned to the 22nd District.",male,black,57.0,73793203.0,latino,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
6917,18-0580,2018-11-30,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-25-18 at 6:50am, they were verbally abused and falsely detained by officers assigned to the 22nd District.",male,black,57.0,73793203.0,latino,male,2200 22ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
6918,18-0580,2018-11-30,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-25-18 at 6:50am, they were verbally abused and falsely detained by officers assigned to the 22nd District.",male,black,57.0,99025194.0,white,male,2200 22ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
6919,18-0580,2018-11-30,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-25-18 at 6:50am, they were verbally abused and falsely detained by officers assigned to the 22nd District.",male,black,57.0,99025194.0,white,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6920,18-0580,2018-11-30,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-25-18 at 6:50am, they were verbally abused and falsely detained by officers assigned to the 22nd District.",male,black,57.0,38166257.0,black,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
6921,18-0580,2018-11-30,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-25-18 at 6:50am, they were verbally abused and falsely detained by officers assigned to the 22nd District.",male,black,57.0,69356786.0,black,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
6922,18-0580,2018-11-30,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-25-18 at 6:50am, they were verbally abused and falsely detained by officers assigned to the 22nd District.",male,black,57.0,57088491.0,black,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
6923,18-0581,2018-11-30,1800, LACK OF SERVICE,"According to the complainant, on 11-15-18 at 10:30am, an officer and detective assigned to the Special Victims Unit failed to make an arrest and investigate their complaint.",female,,,69622690.0,black,female,6702 SPECIAL VICTIMS UNI,Investigation OnGoing,Pending,Pending
6924,18-0581,2018-11-30,1800, LACK OF SERVICE,"According to the complainant, on 11-15-18 at 10:30am, an officer and detective assigned to the Special Victims Unit failed to make an arrest and investigate their complaint.",female,,,68968660.0,white,female,6702 SPECIAL VICTIMS UNI,Investigation OnGoing,Pending,Pending
6925,18-0583,2018-11-30,800, CRIMINAL ALLEGATION,"According to the complainant, an off -duty officer assigned to the 35th District is neglecting their puppy at their private residence.",female,white,,58829481.0,latino,male,3500 35TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
6926,18-0584,2018-11-30,3500, HARASSMENT,"According to the complainant, on 11-22-17, they were threatened and harassed by an off-duty officer assigned to the External Services Unit.",female,,,96559793.0,latino,male,9815 EXTERNAL SERVICES,Investigation OnGoing,Pending,Pending
6927,18-0585,2018-11-29,100, UNPROFESSIONAL CONDUCT,"According to the complainant, on 6-21-18, they were verbally abused by an officer assigned to the 3rd District.",female,,,62654268.0,white,male,4904 FORENSIC SECURITY U,Unprofessional Conduct,No Sustained Findings,Not Applicable
6928,18-0586,2018-12-06,3500, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-28-18 at 8:41pm, they were verbally abused by officers assigned to the 35th District.",male,black,30.0,90394231.0,white,male,3900 39TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
6929,18-0586,2018-12-06,3500, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-28-18 at 8:41pm, they were verbally abused by officers assigned to the 35th District.",male,black,30.0,19958993.0,white,male,3900 39TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
6930,18-0586,2018-12-06,3500, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-28-18 at 8:41pm, they were verbally abused by officers assigned to the 35th District.",male,black,30.0,19958993.0,white,male,3900 39TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
6931,18-0586,2018-12-06,3500, UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-28-18 at 8:41pm, they were verbally abused by officers assigned to the 35th District.",male,black,30.0,90394231.0,white,male,3900 39TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
6932,18-0587,2018-11-30,900, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-22-18 at 8:15 AM, their civil rights were violated by an officer assigned to the 9th District.",female,,,66808473.0,white,male,5200 TRAFFIC DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
6933,18-0587,2018-11-30,900, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-22-18 at 8:15 AM, their civil rights were violated by an officer assigned to the 9th District.",female,,,66808473.0,white,male,5200 TRAFFIC DISTRICT,Unprofessional Conduct,Sustained Finding,Pending
6934,18-0588,2018-12-11,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-3-18 at 11:00am, they were falsely arrested by an officer assigned to the 14th District.",male,black,26.0,62123662.0,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6935,18-0588,2018-12-11,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-3-18 at 11:00am, they were falsely arrested by an officer assigned to the 14th District.",male,black,26.0,,,,,Departmental Violation,No Sustained Findings,Not Applicable
6936,18-0589,2018-12-10,1500, LACK OF SERVICE,"According to the complainant, on 11-2-18 at 11:00am, they did not receive proper service from officers assigned to the 15th District.",male,black,47.0,67227670.0,white,male,1500 15TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
6937,18-0589,2018-12-10,1500, LACK OF SERVICE,"According to the complainant, on 11-2-18 at 11:00am, they did not receive proper service from officers assigned to the 15th District.",male,black,47.0,67227670.0,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6938,18-0589,2018-12-10,1500, LACK OF SERVICE,"According to the complainant, on 11-2-18 at 11:00am, they did not receive proper service from officers assigned to the 15th District.",male,black,47.0,54089052.0,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6939,18-0589,2018-12-10,1500, LACK OF SERVICE,"According to the complainant, on 11-2-18 at 11:00am, they did not receive proper service from officers assigned to the 15th District.",male,black,47.0,54089052.0,white,male,1500 15TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
6940,18-0589,2018-12-10,1500, LACK OF SERVICE,"According to the complainant, on 11-2-18 at 11:00am, they did not receive proper service from officers assigned to the 15th District.",male,black,47.0,36477109.0,white,male,9807 SUMMER INITIATIVE,Lack of Service,No Sustained Findings,Not Applicable
6941,18-0589,2018-12-10,1500, LACK OF SERVICE,"According to the complainant, on 11-2-18 at 11:00am, they did not receive proper service from officers assigned to the 15th District.",male,black,47.0,72699376.0,other,female,9807 SUMMER INITIATIVE,Lack of Service,No Sustained Findings,Not Applicable
6942,18-0590,2018-12-10,1600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-28-18 at 5:25pm, they were improperly stopped and verbally abused by an officer assigned to the 16th District.",female,black,35.0,71392518.0,white,female,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
6943,18-0590,2018-12-10,1600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-28-18 at 5:25pm, they were improperly stopped and verbally abused by an officer assigned to the 16th District.",female,black,35.0,96738492.0,white,male,1600 16TH DISTRICT,Departmental Violation,Sustained Finding,No Guilty Findings
6944,18-0590,2018-12-10,1600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-28-18 at 5:25pm, they were improperly stopped and verbally abused by an officer assigned to the 16th District.",female,black,35.0,71392518.0,white,female,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6945,18-0590,2018-12-10,1600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-28-18 at 5:25pm, they were improperly stopped and verbally abused by an officer assigned to the 16th District.",female,black,35.0,71392518.0,white,female,1600 16TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
6946,18-0591,2018-12-18,300, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 12-4-18, at 8:40 AM they were improperly ticketed by an officer assigned to the 3rd District.",female,white,40.0,54260370.0,white,male,0300 03RD DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
6947,18-0592,2018-12-10,2400, UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-4-18 at 2:00pm, they were treated unprofessionally and felt threatened by officers assigned to Highway Patrol.",female,black,28.0,12140848.0,latino,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
6948,18-0592,2018-12-10,2400, UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-4-18 at 2:00pm, they were treated unprofessionally and felt threatened by officers assigned to Highway Patrol.",female,black,28.0,82584154.0,black,male,2500 25TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
6949,18-0593,2018-12-10,1200, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-16-18 at 3:00pm, they were improperly stopped by officers assigned to the 12th District.",male,black,33.0,53656122.0,white,male,1200 12TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
6950,18-0593,2018-12-10,1200, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-16-18 at 3:00pm, they were improperly stopped by officers assigned to the 12th District.",male,black,33.0,53656122.0,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6951,18-0593,2018-12-10,1200, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-16-18 at 3:00pm, they were improperly stopped by officers assigned to the 12th District.",male,black,33.0,30404588.0,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6952,18-0593,2018-12-10,1200, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-16-18 at 3:00pm, they were improperly stopped by officers assigned to the 12th District.",male,black,33.0,30404588.0,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6953,18-0593,2018-12-10,1200, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-16-18 at 3:00pm, they were improperly stopped by officers assigned to the 12th District.",male,black,33.0,30404588.0,white,male,1200 12TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
6954,18-0593,2018-12-10,1200, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-16-18 at 3:00pm, they were improperly stopped by officers assigned to the 12th District.",male,black,33.0,53656122.0,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6955,18-0594,2018-12-13,1200, HARASSMENT,"According to the complainant, on numerous occasions they have been harassed by an officer assigned to the 12th District.",male,black,30.0,23729879.0,white,male,1200 12TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
6956,18-0595,2018-12-12,1500, UNPROFESSIONAL CONDUCT,"According to the complainant, 11-11-18 at 9:45pm, their civil rights were violated, and was treated unprofessionally by officers assigned to the 15th District.",,,,71514570.0,white,male,1500 15TH DISTRICT,Departmental Violation,Sustained Finding,Pending
6957,18-0595,2018-12-12,1500, UNPROFESSIONAL CONDUCT,"According to the complainant, 11-11-18 at 9:45pm, their civil rights were violated, and was treated unprofessionally by officers assigned to the 15th District.",,,,71514570.0,white,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6958,18-0595,2018-12-12,1500, UNPROFESSIONAL CONDUCT,"According to the complainant, 11-11-18 at 9:45pm, their civil rights were violated, and was treated unprofessionally by officers assigned to the 15th District.",,,,15923234.0,white,male,1500 15TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
6959,18-0595,2018-12-12,1500, UNPROFESSIONAL CONDUCT,"According to the complainant, 11-11-18 at 9:45pm, their civil rights were violated, and was treated unprofessionally by officers assigned to the 15th District.",,,,15923234.0,white,male,1500 15TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
6960,18-0596,2018-12-12,700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-24-18 at 6:00am, they were treated unprofessionally by an officer assigned to the 7th District.",male,white,44.0,19370195.0,white,male,0700 07TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6961,18-0596,2018-12-12,700, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-24-18 at 6:00am, they were treated unprofessionally by an officer assigned to the 7th District.",male,white,44.0,19370195.0,white,male,0700 07TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
6962,18-0597,2018-12-12,800, VERBAL ABUSE,"According to the complainant, on 11-10-18 at 9:30am, they did not receive proper service from officers assigned to the 8th District.",female,black,52.0,36406900.0,white,female,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6963,18-0597,2018-12-12,800, VERBAL ABUSE,"According to the complainant, on 11-10-18 at 9:30am, they did not receive proper service from officers assigned to the 8th District.",female,black,52.0,23740007.0,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6964,18-0597,2018-12-12,800, VERBAL ABUSE,"According to the complainant, on 11-10-18 at 9:30am, they did not receive proper service from officers assigned to the 8th District.",female,black,52.0,34949151.0,white,male,0800 08TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
6965,18-0597,2018-12-12,800, VERBAL ABUSE,"According to the complainant, on 11-10-18 at 9:30am, they did not receive proper service from officers assigned to the 8th District.",female,black,52.0,47938081.0,latino,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6966,18-0597,2018-12-12,800, VERBAL ABUSE,"According to the complainant, on 11-10-18 at 9:30am, they did not receive proper service from officers assigned to the 8th District.",female,black,52.0,60453569.0,white,female,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6967,18-0597,2018-12-12,800, VERBAL ABUSE,"According to the complainant, on 11-10-18 at 9:30am, they did not receive proper service from officers assigned to the 8th District.",female,black,52.0,77015802.0,white,male,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6968,18-0597,2018-12-12,800, VERBAL ABUSE,"According to the complainant, on 11-10-18 at 9:30am, they did not receive proper service from officers assigned to the 8th District.",female,black,52.0,57370530.0,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
6969,18-0598,2018-12-12,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-7-18 at 6:00pm, they were threatened and unlawfully frisked by an officer assigned to the 14th District.",male,black,25.0,47524892.0,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
6970,18-0598,2018-12-12,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-7-18 at 6:00pm, they were threatened and unlawfully frisked by an officer assigned to the 14th District.",male,black,25.0,40251428.0,white,male,1400 14TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
6971,18-0598,2018-12-12,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-7-18 at 6:00pm, they were threatened and unlawfully frisked by an officer assigned to the 14th District.",male,black,25.0,40251428.0,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
6972,18-0598,2018-12-12,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-7-18 at 6:00pm, they were threatened and unlawfully frisked by an officer assigned to the 14th District.",male,black,25.0,40251428.0,white,male,1400 14TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
6973,18-0599,2018-12-12,500, LACK OF SERVICE,"According to the complainant, on 6-29-18 at 8:50pm, they did not receive proper service from a detective assigned to Northwest Detective Division.",male,white,64.0,82732469.0,white,male,6600 NORTHWEST DETECTIVE,Lack of Service,Sustained Finding,Pending
6974,18-0599,2018-12-12,500, LACK OF SERVICE,"According to the complainant, on 6-29-18 at 8:50pm, they did not receive proper service from a detective assigned to Northwest Detective Division.",male,white,64.0,78034784.0,black,male,6600 NORTHWEST DETECTIVE,Departmental Violation,Sustained Finding,Pending
6975,18-0600,2018-12-13,1500, VERBAL ABUSE,"According to the complainant, on 12-7-18 at 10:00am, they were verbally abused by a detective assigned to Northeast Detective Division.",female,white,35.0,44484941.0,white,male,6400 NORTHEAST DET,Verbal Abuse,No Sustained Findings,Not Applicable
6976,18-0601,2018-12-14,300, UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-8-18 at 9:30am, their civil rights were violated by an officer assigned to the 3rd District.",male,,43.0,,,,,Unprofessional Conduct,No Sustained Findings,Not Applicable
6977,18-0602,2018-12-18,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-12-18 at 2:25pm, they were improperly stopped and verbally abused by officers assigned to the 3rd District.",male,white,58.0,45475427.0,other,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
6978,18-0602,2018-12-18,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-12-18 at 2:25pm, they were improperly stopped and verbally abused by officers assigned to the 3rd District.",male,white,58.0,42972261.0,other,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
6979,18-0603,2018-12-18,600, PHYSICAL ABUSE,"According to the complainant, on 6-25-18, they were physically abused, and falsely detained by an officer assigned to the 6th District.",,,,42959558.0,white,male,0600 06TH DISTRICT,Departmental Violation,Sustained Finding,Pending
